size,algorithm,run_index,seed,time_s,cutoff,block_size,min_val,max_val,cpu_model,cpu_cores,compiler_version,os_info,timestamp,hostname
256,blocked,2,44,0.01020027,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
2,blocked_opt,0,42,0.00000022,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
2,blocked_opt,1,43,0.00000007,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
2,blocked_opt,2,44,0.00000006,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
4,blocked_opt,0,42,0.00000040,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
4,blocked_opt,1,43,0.00000015,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
4,blocked_opt,2,44,0.00000013,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
8,blocked_opt,0,42,0.00000026,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
8,blocked_opt,1,43,0.00000022,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
8,blocked_opt,2,44,0.00000020,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
