size,data_structure,operation,run_index,seed,time_s,min_val,max_val,cpu_model,cpu_cores,compiler_version,os_info,timestamp,hostname
2000,my_vector,push_back,2,44,0.00024614,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
3000,my_vector,push_back,0,42,0.00060727,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
3000,my_vector,push_back,1,43,0.00051021,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
3000,my_vector,push_back,2,44,0.00051036,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
4000,my_vector,push_back,0,42,0.00097176,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
4000,my_vector,push_back,1,43,0.00101739,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
4000,my_vector,push_back,2,44,0.00097605,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
5000,my_vector,push_back,0,42,0.00159354,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
5000,my_vector,push_back,1,43,0.00139574,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
5000,my_vector,push_back,2,44,0.00170402,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
6000,my_vector,push_back,0,42,0.00232047,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
6000,my_vector,push_back,1,43,0.00253746,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
6000,my_vector,push_back,2,44,0.00236834,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
7000,my_vector,push_back,0,42,0.00378082,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
7000,my_vector,push_back,1,43,0.00380346,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
7000,my_vector,push_back,2,44,0.00381365,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
8000,my_vector,push_back,0,42,0.00547893,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
8000,my_vector,push_back,1,43,0.00535768,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
8000,my_vector,push_back,2,44,0.00565527,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
9000,my_vector,push_back,0,42,0.00700432,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
